	Temp	FM	Psi	Date
1607	5	30	-0.2	5/11/11
1608	5	30	-0.2	5/12/11
1609	5	30	-0.2	5/13/11
1610	5	30	-0.2	5/14/11
1611	5	30	-0.2	5/15/11
1612	5	30	-0.2	5/16/11
1613	5	30	-0.2	5/17/11
1614	5	30	-0.2	5/18/11
1615	5	30	-0.2	5/19/11
1616	5	30	-0.2	5/20/11
1617	5	30	-0.2	5/21/11
1618	5	30	-0.2	5/22/11
1619	5	30	-0.2	5/23/11
1620	5	30	-0.2	5/24/11
1621	5	30	-0.2	5/25/11
1622	5	30	-0.2	5/26/11
1623	5	30	-0.2	5/27/11
1624	5	30	-0.2	5/28/11
1625	5	30	-0.2	5/29/11
1626	5	30	-0.2	5/30/11
1627	5	30	-0.2	5/31/11
1628	5	30	-0.2	6/1/11
1629	5	30	-0.2	6/2/11
1630	5	30	-0.2	6/3/11
1631	5	30	-0.2	6/4/11
1632	5	30	-0.2	6/5/11
1633	5	30	-0.2	6/6/11
1634	5	30	-0.2	6/7/11
1635	5	30	-0.2	6/8/11
1636	5	30	-0.2	6/9/11
1637	5	30	-0.2	6/10/11
1638	5	30	-0.2	6/11/11
1639	5	30	-0.2	6/12/11
1640	5	30	-0.2	6/13/11
1641	5	30	-0.2	6/14/11
1642	5	30	-0.2	6/15/11
1643	5	30	-0.2	6/16/11
1644	5	30	-0.2	6/17/11
1645	5	30	-0.2	6/18/11
1646	5	30	-0.2	6/19/11
1647	5	30	-0.2	6/20/11
1648	5	30	-0.2	6/21/11
1649	5	30	-0.2	6/22/11
1650	5	30	-0.2	6/23/11
1651	5	30	-0.2	6/24/11
1652	5	30	-0.2	6/25/11
1653	5	30	-0.2	6/26/11
1654	5	30	-0.2	6/27/11
1655	5	30	-0.2	6/28/11
1656	5	30	-0.2	6/29/11
1657	5	30	-0.2	6/30/11
1658	5	30	-0.2	7/1/11
1659	5	30	-0.2	7/2/11
1660	5	30	-0.2	7/3/11
1661	5	30	-0.2	7/4/11
1662	5	30	-0.2	7/5/11
1663	5	30	-0.2	7/6/11
1664	5	30	-0.2	7/7/11
1665	5	30	-0.2	7/8/11
1666	5	30	-0.2	7/9/11
1667	5	30	-0.2	7/10/11
1668	5	30	-0.2	7/11/11
1669	5	30	-0.2	7/12/11
1670	5	30	-0.2	7/13/11
1671	5	30	-0.2	7/14/11
1672	5	30	-0.2	7/15/11
1673	5	30	-0.2	7/16/11
1674	5	30	-0.2	7/17/11
1675	5	30	-0.2	7/18/11
1676	5	30	-0.2	7/19/11
1677	5	30	-0.2	7/20/11
1678	5	30	-0.2	7/21/11
1679	5	30	-0.2	7/22/11
1680	5	30	-0.2	7/23/11
1681	5	30	-0.2	7/24/11
1682	5	30	-0.2	7/25/11
1683	5	30	-0.2	7/26/11
1684	5	30	-0.2	7/27/11
1685	5	30	-0.2	7/28/11
1686	5	30	-0.2	7/29/11
1687	5	30	-0.2	7/30/11
1688	5	30	-0.2	7/31/11
1689	5	30	-0.2	8/1/11
1690	5	30	-0.2	8/2/11
1691	5	30	-0.2	8/3/11
1692	5	30	-0.2	8/4/11
1693	5	30	-0.2	8/5/11
1694	5	30	-0.2	8/6/11
1695	5	30	-0.2	8/7/11
1696	5	30	-0.2	8/8/11
1697	5	30	-0.2	8/9/11
1698	5	30	-0.2	8/10/11
1699	5	30	-0.2	8/11/11
1700	5	30	-0.2	8/12/11
1701	5	30	-0.2	8/13/11
1702	5	30	-0.2	8/14/11
1703	5	30	-0.2	8/15/11
1704	5	30	-0.2	8/16/11
1705	5	30	-0.2	8/17/11
1706	5	30	-0.2	8/18/11
1707	5	30	-0.2	8/19/11
1708	5	30	-0.2	8/20/11
1709	5	30	-0.2	8/21/11
1710	5	30	-0.2	8/22/11
1711	5	30	-0.2	8/23/11
1712	5	30	-0.2	8/24/11
1713	5	30	-0.2	8/25/11
1714	5	30	-0.2	8/26/11
1715	5	30	-0.2	8/27/11
1716	5	30	-0.2	8/28/11
1717	5	30	-0.2	8/29/11
1718	5	30	-0.2	8/30/11
1719	5	30	-0.2	8/31/11
1720	5	30	-0.2	9/1/11
1721	5	30	-0.2	9/2/11
1722	5	30	-0.2	9/3/11
1723	5	30	-0.2	9/4/11
1724	5	30	-0.2	9/5/11
1725	5	30	-0.2	9/6/11
1726	5	30	-0.2	9/7/11
1727	5	30	-0.2	9/8/11
1728	5	30	-0.2	9/9/11
1729	5	30	-0.2	9/10/11
1730	5	30	-0.2	9/11/11
1731	5	30	-0.2	9/12/11
1732	5	30	-0.2	9/13/11
1733	5	30	-0.2	9/14/11
1734	5	30	-0.2	9/15/11
1735	5	30	-0.2	9/16/11
1736	5	30	-0.2	9/17/11
1737	5	30	-0.2	9/18/11
1738	5	30	-0.2	9/19/11
1739	5	30	-0.2	9/20/11
1740	5	30	-0.2	9/21/11
1741	5	30	-0.2	9/22/11
1742	5	30	-0.2	9/23/11
1743	5	30	-0.2	9/24/11
1744	5	30	-0.2	9/25/11
1745	5	30	-0.2	9/26/11
1746	5	30	-0.2	9/27/11
1747	5	30	-0.2	9/28/11
1748	5	30	-0.2	9/29/11
1749	5	30	-0.2	9/30/11
1750	5	30	-0.2	10/1/11
1751	5	30	-0.2	10/2/11
1752	5	30	-0.2	10/3/11
1753	5	30	-0.2	10/4/11
1754	5	30	-0.2	10/5/11
1755	5	30	-0.2	10/6/11
1756	5	30	-0.2	10/7/11
1757	5	30	-0.2	10/8/11
1758	5	30	-0.2	10/9/11
1759	5	30	-0.2	10/10/11
1760	5	30	-0.2	10/11/11
1761	5	30	-0.2	10/12/11
1762	5	30	-0.2	10/13/11
1763	5	30	-0.2	10/14/11
1764	5	30	-0.2	10/15/11
1765	5	30	-0.2	10/16/11
1766	5	30	-0.2	10/17/11
1767	5	30	-0.2	10/18/11
1768	5	30	-0.2	10/19/11
1769	5	30	-0.2	10/20/11
1770	5	30	-0.2	10/21/11
1771	5	30	-0.2	10/22/11
1772	5	30	-0.2	10/23/11
1773	5	30	-0.2	10/24/11
1774	5	30	-0.2	10/25/11
1775	5	30	-0.2	10/26/11
1776	5	30	-0.2	10/27/11
1777	5	30	-0.2	10/28/11
1778	5	30	-0.2	10/29/11
1779	5	30	-0.2	10/30/11
1780	5	30	-0.2	10/31/11
1781	5	30	-0.2	11/1/11
1782	5	30	-0.2	11/2/11
1783	5	30	-0.2	11/3/11
1784	5	30	-0.2	11/4/11
1785	5	30	-0.2	11/5/11
1786	5	30	-0.2	11/6/11
1787	5	30	-0.2	11/7/11
1788	5	30	-0.2	11/8/11
1789	5	30	-0.2	11/9/11
1790	5	30	-0.2	11/10/11
1791	5	30	-0.2	11/11/11
1792	5	30	-0.2	11/12/11
1793	5	30	-0.2	11/13/11
1794	5	30	-0.2	11/14/11
1795	5	30	-0.2	11/15/11
1796	5	30	-0.2	11/16/11
1797	5	30	-0.2	11/17/11
1798	5	30	-0.2	11/18/11
1799	5	30	-0.2	11/19/11
1800	5	30	-0.2	11/20/11
1801	5	30	-0.2	11/21/11
1802	5	30	-0.2	11/22/11
1803	5	30	-0.2	11/23/11
1804	5	30	-0.2	11/24/11
1805	5	30	-0.2	11/25/11
1806	5	30	-0.2	11/26/11
1807	5	30	-0.2	11/27/11
1808	5	30	-0.2	11/28/11
1809	5	30	-0.2	11/29/11
1810	5	30	-0.2	11/30/11
1811	5	30	-0.2	12/1/11
1812	5	30	-0.2	12/2/11
1813	5	30	-0.2	12/3/11
1814	5	30	-0.2	12/4/11
1815	5	30	-0.2	12/5/11
1816	5	30	-0.2	12/6/11
1817	5	30	-0.2	12/7/11
1818	5	30	-0.2	12/8/11
1819	5	30	-0.2	12/9/11
1820	5	30	-0.2	12/10/11
1821	5	30	-0.2	12/11/11
1822	5	30	-0.2	12/12/11
1823	5	30	-0.2	12/13/11
1824	5	30	-0.2	12/14/11
1825	5	30	-0.2	12/15/11
1826	5	30	-0.2	12/16/11
1827	5	30	-0.2	12/17/11
1828	5	30	-0.2	12/18/11
1829	5	30	-0.2	12/19/11
1830	5	30	-0.2	12/20/11
1831	5	30	-0.2	12/21/11
1832	5	30	-0.2	12/22/11
1833	5	30	-0.2	12/23/11
1834	5	30	-0.2	12/24/11
1835	5	30	-0.2	12/25/11
1836	5	30	-0.2	12/26/11
1837	5	30	-0.2	12/27/11
1838	5	30	-0.2	12/28/11
1839	5	30	-0.2	12/29/11
1840	5	30	-0.2	12/30/11
1841	5	30	-0.2	12/31/11
1842	5	30	-0.2	1/1/11
1843	5	30	-0.2	1/2/11
1844	5	30	-0.2	1/3/11
1845	5	30	-0.2	1/4/11
1846	5	30	-0.2	1/5/11
1847	5	30	-0.2	1/6/11
1848	5	30	-0.2	1/7/11
1849	5	30	-0.2	1/8/11
1850	5	30	-0.2	1/9/11
1851	5	30	-0.2	1/10/11
1852	5	30	-0.2	1/11/11
1853	5	30	-0.2	1/12/11
1854	5	30	-0.2	1/13/11
1855	5	30	-0.2	1/14/11
1856	5	30	-0.2	1/15/11
1857	5	30	-0.2	1/16/11
1858	5	30	-0.2	1/17/11
1859	5	30	-0.2	1/18/11
1860	5	30	-0.2	1/19/11
1861	5	30	-0.2	1/20/11
1862	5	30	-0.2	1/21/11
1863	5	30	-0.2	1/22/11
1864	5	30	-0.2	1/23/11
1865	5	30	-0.2	1/24/11
1866	5	30	-0.2	1/25/11
1867	5	30	-0.2	1/26/11
1868	5	30	-0.2	1/27/11
1869	5	30	-0.2	1/28/11
1870	5	30	-0.2	1/29/11
1871	5	30	-0.2	1/30/11
1872	5	30	-0.2	1/31/11
1873	5	30	-0.2	2/1/11
1874	5	30	-0.2	2/2/11
1875	5	30	-0.2	2/3/11
1876	5	30	-0.2	2/4/11
1877	5	30	-0.2	2/5/11
1878	5	30	-0.2	2/6/11
1879	5	30	-0.2	2/7/11
1880	5	30	-0.2	2/8/11
1881	5	30	-0.2	2/9/11
1882	5	30	-0.2	2/10/11
1883	5	30	-0.2	2/11/11
1884	5	30	-0.2	2/12/11
1885	5	30	-0.2	2/13/11
1886	5	30	-0.2	2/14/11
1887	5	30	-0.2	2/15/11
1888	5	30	-0.2	2/16/11
1889	5	30	-0.2	2/17/11
1890	5	30	-0.2	2/18/11
1891	5	30	-0.2	2/19/11
1892	5	30	-0.2	2/20/11
1893	5	30	-0.2	2/21/11
1894	5	30	-0.2	2/22/11
1895	5	30	-0.2	2/23/11
1896	5	30	-0.2	2/24/11
1897	5	30	-0.2	2/25/11
1898	5	30	-0.2	2/26/11
1899	5	30	-0.2	2/27/11
1900	5	30	-0.2	2/28/11
1901	5	30	-0.2	3/1/11
1902	5	30	-0.2	3/2/11
1903	5	30	-0.2	3/3/11
1904	5	30	-0.2	3/4/11
1905	5	30	-0.2	3/5/11
1906	5	30	-0.2	3/6/11
1907	5	30	-0.2	3/7/11
1908	5	30	-0.2	3/8/11
1909	5	30	-0.2	3/9/11
1910	5	30	-0.2	3/10/11
1911	5	30	-0.2	3/11/11
1912	5	30	-0.2	3/12/11
1913	5	30	-0.2	3/13/11
1914	5	30	-0.2	3/14/11
1915	5	30	-0.2	3/15/11
1916	5	30	-0.2	3/16/11
1917	5	30	-0.2	3/17/11
1918	5	30	-0.2	3/18/11
1919	5	30	-0.2	3/19/11
1920	5	30	-0.2	3/20/11
1921	5	30	-0.2	3/21/11
1922	5	30	-0.2	3/22/11
1923	5	30	-0.2	3/23/11
1924	5	30	-0.2	3/24/11
1925	5	30	-0.2	3/25/11
1926	5	30	-0.2	3/26/11
1927	5	30	-0.2	3/27/11
1928	5	30	-0.2	3/28/11
1929	5	30	-0.2	3/29/11
1930	5	30	-0.2	3/30/11
1931	5	30	-0.2	3/31/11
1932	5	30	-0.2	4/1/11
1933	5	30	-0.2	4/2/11
1934	5	30	-0.2	4/3/11
1935	5	30	-0.2	4/4/11
1936	5	30	-0.2	4/5/11
1937	5	30	-0.2	4/6/11
1938	5	30	-0.2	4/7/11
1939	5	30	-0.2	4/8/11
1940	5	30	-0.2	4/9/11
1941	5	30	-0.2	4/10/11
1942	5	30	-0.2	4/11/11
1943	5	30	-0.2	4/12/11
1944	5	30	-0.2	4/13/11
1945	5	30	-0.2	4/14/11
1946	5	30	-0.2	4/15/11
1947	5	30	-0.2	4/16/11
1948	5	30	-0.2	4/17/11
1949	5	30	-0.2	4/18/11
1950	5	30	-0.2	4/19/11
1951	5	30	-0.2	4/20/11
1952	5	30	-0.2	4/21/11
1953	5	30	-0.2	4/22/11
1954	5	30	-0.2	4/23/11
1955	5	30	-0.2	4/24/11
1956	5	30	-0.2	4/25/11
1957	5	30	-0.2	4/26/11
1958	5	30	-0.2	4/27/11
1959	5	30	-0.2	4/28/11
1960	5	30	-0.2	4/29/11
1961	5	30	-0.2	4/30/11
1962	5	30	-0.2	5/1/11
1963	5	30	-0.2	5/2/11
1964	5	30	-0.2	5/3/11
1965	5	30	-0.2	5/4/11
1966	5	30	-0.2	5/5/11
1967	5	30	-0.2	5/6/11
1968	5	30	-0.2	5/7/11
1969	5	30	-0.2	5/8/11
1970	5	30	-0.2	5/9/11
1971	5	30	-0.2	5/10/11
1972	5	30	-0.2	5/11/11
1973	5	30	-0.2	5/12/11
1974	5	30	-0.2	5/13/11
1975	5	30	-0.2	5/14/11
1976	5	30	-0.2	5/15/11
1977	5	30	-0.2	5/16/11
1978	5	30	-0.2	5/17/11
1979	5	30	-0.2	5/18/11
1980	5	30	-0.2	5/19/11
1981	5	30	-0.2	5/20/11
1982	5	30	-0.2	5/21/11
1983	5	30	-0.2	5/22/11
1984	5	30	-0.2	5/23/11
1985	5	30	-0.2	5/24/11
1986	5	30	-0.2	5/25/11
1987	5	30	-0.2	5/26/11
1988	5	30	-0.2	5/27/11
1989	5	30	-0.2	5/28/11
1990	5	30	-0.2	5/29/11
1991	5	30	-0.2	5/30/11
1992	5	30	-0.2	5/31/11
1993	5	30	-0.2	6/1/11
1994	5	30	-0.2	6/2/11
1995	5	30	-0.2	6/3/11
1996	5	30	-0.2	6/4/11
1997	5	30	-0.2	6/5/11
1998	5	30	-0.2	6/6/11
1999	5	30	-0.2	6/7/11
2000	5	30	-0.2	6/8/11
2001	5	30	-0.2	6/9/11
2002	5	30	-0.2	6/10/11
2003	5	30	-0.2	6/11/11
2004	5	30	-0.2	6/12/11
2005	5	30	-0.2	6/13/11
2006	5	30	-0.2	6/14/11
2007	5	30	-0.2	6/15/11
2008	5	30	-0.2	6/16/11
2009	5	30	-0.2	6/17/11
2010	5	30	-0.2	6/18/11
2011	5	30	-0.2	6/19/11
2012	5	30	-0.2	6/20/11
2013	5	30	-0.2	6/21/11
2014	5	30	-0.2	6/22/11
2015	5	30	-0.2	6/23/11
2016	5	30	-0.2	6/24/11
2017	5	30	-0.2	6/25/11
2018	5	30	-0.2	6/26/11
2019	5	30	-0.2	6/27/11
2020	5	30	-0.2	6/28/11
2021	5	30	-0.2	6/29/11
2022	5	30	-0.2	6/30/11
2023	5	30	-0.2	7/1/11
2024	5	30	-0.2	7/2/11
2025	5	30	-0.2	7/3/11
2026	5	30	-0.2	7/4/11
2027	5	30	-0.2	7/5/11
2028	5	30	-0.2	7/6/11
2029	5	30	-0.2	7/7/11
2030	5	30	-0.2	7/8/11
2031	5	30	-0.2	7/9/11
2032	5	30	-0.2	7/10/11
2033	5	30	-0.2	7/11/11
2034	5	30	-0.2	7/12/11
2035	5	30	-0.2	7/13/11
2036	5	30	-0.2	7/14/11
2037	5	30	-0.2	7/15/11
2038	5	30	-0.2	7/16/11
2039	5	30	-0.2	7/17/11
2040	5	30	-0.2	7/18/11
2041	5	30	-0.2	7/19/11
2042	5	30	-0.2	7/20/11
2043	5	30	-0.2	7/21/11
2044	5	30	-0.2	7/22/11
2045	5	30	-0.2	7/23/11
2046	5	30	-0.2	7/24/11
2047	5	30	-0.2	7/25/11
2048	5	30	-0.2	7/26/11
2049	5	30	-0.2	7/27/11
2050	5	30	-0.2	7/28/11
2051	5	30	-0.2	7/29/11
2052	5	30	-0.2	7/30/11
2053	5	30	-0.2	7/31/11
2054	5	30	-0.2	8/1/11
2055	5	30	-0.2	8/2/11
2056	5	30	-0.2	8/3/11
2057	5	30	-0.2	8/4/11
2058	5	30	-0.2	8/5/11
2059	5	30	-0.2	8/6/11
2060	5	30	-0.2	8/7/11
2061	5	30	-0.2	8/8/11
2062	5	30	-0.2	8/9/11
2063	5	30	-0.2	8/10/11
2064	5	30	-0.2	8/11/11
2065	5	30	-0.2	8/12/11
2066	5	30	-0.2	8/13/11
2067	5	30	-0.2	8/14/11
2068	5	30	-0.2	8/15/11
2069	5	30	-0.2	8/16/11
2070	5	30	-0.2	8/17/11
2071	5	30	-0.2	8/18/11
2072	5	30	-0.2	8/19/11
2073	5	30	-0.2	8/20/11
2074	5	30	-0.2	8/21/11
2075	5	30	-0.2	8/22/11
2076	5	30	-0.2	8/23/11
2077	5	30	-0.2	8/24/11
2078	5	30	-0.2	8/25/11
2079	5	30	-0.2	8/26/11
2080	5	30	-0.2	8/27/11
2081	5	30	-0.2	8/28/11
2082	5	30	-0.2	8/29/11
2083	5	30	-0.2	8/30/11
2084	5	30	-0.2	8/31/11
2085	5	30	-0.2	9/1/11
2086	5	30	-0.2	9/2/11
2087	5	30	-0.2	9/3/11
2088	5	30	-0.2	9/4/11
2089	5	30	-0.2	9/5/11
2090	5	30	-0.2	9/6/11
2091	5	30	-0.2	9/7/11
2092	5	30	-0.2	9/8/11
2093	5	30	-0.2	9/9/11
2094	5	30	-0.2	9/10/11
2095	5	30	-0.2	9/11/11
2096	5	30	-0.2	9/12/11
2097	5	30	-0.2	9/13/11
2098	5	30	-0.2	9/14/11
2099	5	30	-0.2	9/15/11
2100	5	30	-0.2	9/16/11
2101	5	30	-0.2	9/17/11
2102	5	30	-0.2	9/18/11
2103	5	30	-0.2	9/19/11
2104	5	30	-0.2	9/20/11
2105	5	30	-0.2	9/21/11
2106	5	30	-0.2	9/22/11
2107	5	30	-0.2	9/23/11
2108	5	30	-0.2	9/24/11
2109	5	30	-0.2	9/25/11
2110	5	30	-0.2	9/26/11
2111	5	30	-0.2	9/27/11
2112	5	30	-0.2	9/28/11
2113	5	30	-0.2	9/29/11
2114	5	30	-0.2	9/30/11
2115	5	30	-0.2	10/1/11
2116	5	30	-0.2	10/2/11
2117	5	30	-0.2	10/3/11
2118	5	30	-0.2	10/4/11
2119	5	30	-0.2	10/5/11
2120	5	30	-0.2	10/6/11
2121	5	30	-0.2	10/7/11
2122	5	30	-0.2	10/8/11
2123	5	30	-0.2	10/9/11
2124	5	30	-0.2	10/10/11
2125	5	30	-0.2	10/11/11
2126	5	30	-0.2	10/12/11
2127	5	30	-0.2	10/13/11
2128	5	30	-0.2	10/14/11
2129	5	30	-0.2	10/15/11
2130	5	30	-0.2	10/16/11
2131	5	30	-0.2	10/17/11
2132	5	30	-0.2	10/18/11
2133	5	30	-0.2	10/19/11
2134	5	30	-0.2	10/20/11
2135	5	30	-0.2	10/21/11
2136	5	30	-0.2	10/22/11
2137	5	30	-0.2	10/23/11
2138	5	30	-0.2	10/24/11
2139	5	30	-0.2	10/25/11
2140	5	30	-0.2	10/26/11
2141	5	30	-0.2	10/27/11
2142	5	30	-0.2	10/28/11
2143	5	30	-0.2	10/29/11
2144	5	30	-0.2	10/30/11
2145	5	30	-0.2	10/31/11
2146	5	30	-0.2	11/1/11
2147	5	30	-0.2	11/2/11
2148	5	30	-0.2	11/3/11
2149	5	30	-0.2	11/4/11
2150	5	30	-0.2	11/5/11
2151	5	30	-0.2	11/6/11
2152	5	30	-0.2	11/7/11
2153	5	30	-0.2	11/8/11
2154	5	30	-0.2	11/9/11
2155	5	30	-0.2	11/10/11
2156	5	30	-0.2	11/11/11
2157	5	30	-0.2	11/12/11
2158	5	30	-0.2	11/13/11
2159	5	30	-0.2	11/14/11
2160	5	30	-0.2	11/15/11
2161	5	30	-0.2	11/16/11
2162	5	30	-0.2	11/17/11
2163	5	30	-0.2	11/18/11
2164	5	30	-0.2	11/19/11
2165	5	30	-0.2	11/20/11
2166	5	30	-0.2	11/21/11
2167	5	30	-0.2	11/22/11
2168	5	30	-0.2	11/23/11
2169	5	30	-0.2	11/24/11
2170	5	30	-0.2	11/25/11
2171	5	30	-0.2	11/26/11
2172	5	30	-0.2	11/27/11
2173	5	30	-0.2	11/28/11
2174	5	30	-0.2	11/29/11
2175	5	30	-0.2	11/30/11
2176	5	30	-0.2	12/1/11
2177	5	30	-0.2	12/2/11
2178	5	30	-0.2	12/3/11
2179	5	30	-0.2	12/4/11
2180	5	30	-0.2	12/5/11
2181	5	30	-0.2	12/6/11
2182	5	30	-0.2	12/7/11
2183	5	30	-0.2	12/8/11
2184	5	30	-0.2	12/9/11
2185	5	30	-0.2	12/10/11
2186	5	30	-0.2	12/11/11
2187	5	30	-0.2	12/12/11
2188	5	30	-0.2	12/13/11
2189	5	30	-0.2	12/14/11
